DATA_REGISTRO,CNES,SIGLA,HOSPITAL,QUANTIDADE,Ano,Mês
01/01/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4843,2023,12
01/01/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1906,2023,12
01/01/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1571,2023,12
01/01/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2590,2023,12
01/01/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3610,2023,12
01/01/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2317,2023,12
01/01/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4545,2023,12
01/02/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2394,2023,12
01/02/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1390,2023,12
01/02/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4202,2023,12
01/02/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8769,2023,12
01/02/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3905,2023,12
01/02/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2211,2023,12
01/02/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4241,2023,12
01/02/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1709,2023,12
01/03/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,14365,2023,12
01/03/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4909,2023,12
01/03/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2443,2023,12
01/03/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4884,2023,12
01/03/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,2113,2023,12
01/03/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1599,2023,12
01/03/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2944,2023,12
01/03/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,5284,2023,12
01/04/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1424,2023,12
01/04/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4818,2023,12
01/04/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4458,2023,12
01/04/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4620,2023,12
01/04/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11991,2023,12
01/04/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2617,2023,12
01/04/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2881,2023,12
01/04/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1907,2023,12
01/05/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2892,2023,12
01/05/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1880,2023,12
01/05/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,11973,2023,12
01/05/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4784,2023,12
01/05/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2585,2023,12
01/05/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1511,2023,12
01/05/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4466,2023,12
01/05/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4582,2023,12
01/06/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4516,2023,12
01/06/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9218,2023,12
01/06/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4251,2023,12
01/06/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2417,2023,12
01/06/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1416,2023,12
01/06/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3874,2023,12
01/06/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2704,2023,12
01/06/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1761,2023,12
01/07/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2508,2023,12
01/07/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,3855,2023,12
01/07/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7590,2023,12
01/07/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4661,2023,12
01/07/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1848,2023,12
01/07/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2698,2023,12
01/07/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4412,2023,12
01/08/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1389,2023,12
01/08/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1883,2023,12
01/08/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2659,2023,12
01/08/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4114,2023,12
01/08/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2539,2023,12
01/08/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4591,2023,12
01/08/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7695,2023,12
01/08/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4589,2023,12
01/09/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4327,2023,12
01/09/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2459,2023,12
01/09/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1913,2023,12
01/09/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1334,2023,12
01/09/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4439,2023,12
01/09/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4433,2023,12
01/09/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8025,2023,12
01/09/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2624,2023,12
01/10/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2926,2023,12
01/10/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9615,2023,12
01/10/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2728,2023,12
01/10/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4638,2023,12
01/10/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4710,2023,12
01/10/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1335,2023,12
01/10/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4166,2023,12
01/10/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1993,2023,12
01/11/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,9412,2023,12
01/11/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1250,2023,12
01/11/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4484,2023,12
01/11/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1899,2023,12
01/11/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3033,2023,12
01/11/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2639,2023,12
01/11/2023,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,4520,2023,12
01/11/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4153,2023,12
01/12/2023,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2858,2023,12
01/12/2023,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1224,2023,12
01/12/2023,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2697,2023,12
01/12/2023,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7835,2023,12
01/12/2023,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2023,12
01/12/2023,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4428,2023,12
01/12/2023,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1636,2023,12
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,1
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,1
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,1
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,1
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,1
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,1
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,1
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,1
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,1
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,2
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,2
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,2
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,2
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,2
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,2
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,2
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,2
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,2
01/02/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1232,2024,2
01/02/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,764,2024,2
01/02/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2499,2024,2
01/02/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1756,2024,2
01/02/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8896,2024,2
01/02/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2924,2024,2
01/02/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2024,2
01/02/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4366,2024,2
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,3
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,3
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,3
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,3
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,3
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,3
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,3
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,3
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,3
01/02/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1756,2024,3
01/02/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2024,3
01/02/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2924,2024,3
01/02/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,764,2024,3
01/02/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1232,2024,3
01/02/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4366,2024,3
01/02/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2499,2024,3
01/02/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8896,2024,3
01/03/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2637,2024,3
01/03/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1402,2024,3
01/03/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4343,2024,3
01/03/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6708,2024,3
01/03/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,13447,2024,3
01/03/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,910,2024,3
01/03/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3000,2024,3
01/03/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1854,2024,3
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,4
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,4
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,4
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,4
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,4
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,4
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,4
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,4
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,4
01/02/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,764,2024,4
01/02/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1232,2024,4
01/02/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2499,2024,4
01/02/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8896,2024,4
01/02/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2024,4
01/02/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4366,2024,4
01/02/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2924,2024,4
01/02/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1756,2024,4
01/03/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1854,2024,4
01/03/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3000,2024,4
01/03/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6708,2024,4
01/03/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1402,2024,4
01/03/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,13447,2024,4
01/03/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2637,2024,4
01/03/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4343,2024,4
01/03/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,910,2024,4
01/04/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,16376,2024,4
01/04/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,876,2024,4
01/04/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6109,2024,4
01/04/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1358,2024,4
01/04/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1895,2024,4
01/04/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2959,2024,4
01/04/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,1788,2024,4
01/04/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4776,2024,4
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,5
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,5
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,5
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,5
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,5
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,5
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,5
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,5
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,5
01/02/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2924,2024,5
01/02/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1232,2024,5
01/02/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2499,2024,5
01/02/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8896,2024,5
01/02/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2024,5
01/02/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,764,2024,5
01/02/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4366,2024,5
01/02/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1756,2024,5
01/03/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1854,2024,5
01/03/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6708,2024,5
01/03/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2637,2024,5
01/03/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,910,2024,5
01/03/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1402,2024,5
01/03/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4343,2024,5
01/03/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3000,2024,5
01/03/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,13447,2024,5
01/04/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2959,2024,5
01/04/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1895,2024,5
01/04/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4776,2024,5
01/04/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,1788,2024,5
01/04/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6109,2024,5
01/04/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,876,2024,5
01/04/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1358,2024,5
01/04/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,16376,2024,5
01/05/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1502,2024,5
01/05/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1974,2024,5
01/05/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,952,2024,5
01/05/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,5731,2024,5
01/05/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4410,2024,5
01/05/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2702,2024,5
01/05/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2842,2024,5
01/05/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,15038,2024,5
01/01/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,7973,2024,6
01/01/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,793,2024,6
01/01/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1467,2024,6
01/01/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2756,2024,6
01/01/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3100,2024,6
01/01/2024,677952,HRC,HRC -  HOSPITAL REGIONAL DO CARIRI,2720,2024,6
01/01/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4608,2024,6
01/01/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1996,2024,6
01/01/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4321,2024,6
01/02/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,3799,2024,6
01/02/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,764,2024,6
01/02/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2499,2024,6
01/02/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1232,2024,6
01/02/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,8896,2024,6
01/02/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1756,2024,6
01/02/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2924,2024,6
01/02/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4366,2024,6
01/03/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,3000,2024,6
01/03/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1402,2024,6
01/03/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2637,2024,6
01/03/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,13447,2024,6
01/03/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4343,2024,6
01/03/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,910,2024,6
01/03/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6708,2024,6
01/03/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1854,2024,6
01/04/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,876,2024,6
01/04/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4776,2024,6
01/04/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,6109,2024,6
01/04/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,16376,2024,6
01/04/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2959,2024,6
01/04/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1358,2024,6
01/04/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1895,2024,6
01/04/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,1788,2024,6
01/05/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1974,2024,6
01/05/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2702,2024,6
01/05/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4410,2024,6
01/05/2024,256368,HIAS,HIAS - HOSPITAL INFANTIL ALBERT SABIN,15038,2024,6
01/05/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1502,2024,6
01/05/2024,249765,HGF,HGF - HOSPITAL GERAL DE FORTALEZA,2842,2024,6
01/05/2024,967242,HOSPITAL ,HOSPITAL - REGIONAL VALE DO JAGUARIBE,952,2024,6
01/05/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,5731,2024,6
01/06/2024,247921,HM,HM - HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,4171,2024,6
01/06/2024,249936,HGCC,HGCC - HOSPITAL GERAL DR CESAR CALS,1344,2024,6
01/06/2024,248002,HSM,HSM -  HOSPITAL DE SAUDE MENTAL DE MESSEJANA,1842,2024,6
01/06/2024,256141,HSJ,HSJ -  HOSPITAL SAO JOSE DE DOENCAS INFECCIOSAS,2369,2024,6
01/06/2024,684871,HRN,HRN -  HOSPITAL REGIONAL NORTE,4965,2024,6
